,Squad,League,90s,Gls/90,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDist,npxG/90,npxG/Sh,np:G-xG,TotDist/pass,PrgDist/Pass,Short%,Med%,Long%,Ast,xAG,xA,A-xAG,PropShort,PropMed,PropLong,PropAssistShots,PropFinalThirdPasses,PropPassinPA,PropCrossinPA,TotPassAtt,Sw,Crs,TI,PropPassBlocked,SCA90,Shot-Creating Pass/90,Shot-Creating Drib/90,Shot-CreatingSh/90,Shot-Creating Def/90,Poss,Prop Def Pen Touches,Prop Def 3rd Touches,Prop Mid 3rd Touches,Prop Att 3rd Touches,Prop Att Pen Touches,AttDribbles,DribSucc%,RecPass/Misplayed,Dis,PropPassRecProg,OppPoss,TotalTouches,Tkl,Tkl%,PropTkl Def 3rd,PropTkl Mid 3rd,PropTkl Att 3rd,DribTkl,DribTkl%,Past,Blocks,PropBlockSh,PropBlockPass,Int,Clr,Age,Starts,Mn/Start,onG,onGA,+/-,onxG,onxGA,xG+/-,onG-xG,onGA-xGA,G-xG+/-,CrdY,Fls,Fld,TimesOffside,PKwon,PKcon,Recov,DuelWin%,AerialDuels
157,Porto,Primeira-Liga,34.0,2.4411764705882355,0.36,17.5,6.29,0.13,0.36,16.8,2.2941176470588234,0.14,-0.029411764705882353,17.410107500308907,5.973063140986037,0.902,0.87,0.63,1.588235294117647,60.3,1.6235294117647059,-6.3,0.42992946948788713,0.36686088112031073,0.1441275682306041,0.027554676881255406,0.08013097738786606,0.01983195354009638,0.004139379710861238,524.1470588235294,0.009822298867811352,0.044087875834145605,22.058823529411764,0.02076928844567744,30.94,21.176470588235293,1.6764705882352942,2.6176470588235294,0.7058823529411765,0.626,0.07365292673472025,0.17530258000603005,0.4772365077314037,0.22599819098074683,0.04780979454709911,19.676470588235293,0.5489999999999999,29.73556797020484,6.647058823529412,2.459293587174349,0.374,682.8529411764706,16.264705882352942,0.6148282097649186,0.321880650994575,0.4665461121157323,0.2115732368896926,16.852941176470587,0.47600000000000003,300,8.794117647058824,0.17391304347826084,0.826086956521739,9.5,11.970588235294118,25.8,374,82,2.5294117647058822,0.6470588235294118,1.88,2.4823529411764707,0.6882352941176471,1.8,0.0470588235294116,-0.04117647058823526,3.0,81,14.735294117647058,13.088235294117647,1.588235294117647,0.2647058823529412,0.08823529411764706,55.529411764705884,0.509,29.235294117647058
158,Santa Clara,Primeira-Liga,34.0,1.0588235294117647,0.295,10.85,3.21,0.09,0.29,19.2,1.1264705882352941,0.11,-0.18529411764705883,19.437930059383543,7.638797247619946,0.848,0.847,0.531,0.6470588235294118,28.3,0.6852941176470588,-6.3,0.3475657566469456,0.3996008268586499,0.20115475087319123,0.023282118955603736,0.07625600904892073,0.011311150909605053,0.003393345272881516,359.11764705882354,0.009822298867811352,0.03584014396041089,19.823529411764707,0.01986953587763365,17.71,11.205882352941176,1.0294117647058822,1.1470588235294117,0.4411764705882353,0.45799999999999996,0.11731718259309107,0.2553835800807537,0.4370233288470166,0.16352624495289367,0.02674966352624495,14.852941176470589,0.535,18.485815602836876,7.382352941176471,2.3773259159792826,0.542,524.4705882352941,15.411764705882353,0.616412213740458,0.532442748091603,0.3778625954198473,0.08969465648854962,15.852941176470589,0.486,277,9.470588235294118,0.30124223602484473,0.6987577639751552,11.117647058823529,19.323529411764707,26.8,374,82,1.1176470588235294,1.588235294117647,-0.47,1.2176470588235293,1.2323529411764707,-0.01,-0.09999999999999987,0.3558823529411763,-15.6,101,15.382352941176471,14.823529411764707,2.2058823529411766,0.029411764705882353,0.23529411764705882,49.5,0.49,28.058823529411764
159,Sporting CP,Primeira-Liga,34.0,2.088235294117647,0.369,15.62,5.76,0.12,0.32,17.3,1.8441176470588236,0.12,-0.020588235294117647,17.67754584942085,5.8000723938223935,0.903,0.883,0.618,1.3235294117647058,48.4,1.288235294117647,-3.4,0.4117913148371532,0.4108866103739445,0.13289103337354244,0.02376930501930502,0.07625482625482627,0.014539092664092665,0.005851833976833977,531.0294117647059,0.013196370997975557,0.05945864887156033,21.58823529411765,0.02054435030366649,27.91,20.529411764705884,1.1176470588235294,2.2058823529411766,0.8235294117647058,0.598,0.07993697031642605,0.1870448447681104,0.511136663685533,0.1861930922873813,0.0356884289425493,17.558823529411764,0.608,32.349112426035504,8.235294117647058,2.3259557344064388,0.402,690.6176470588235,16.676470588235293,0.5873015873015873,0.417989417989418,0.46031746031746035,0.12169312169312169,16.970588235294116,0.45399999999999996,315,9.735294117647058,0.20241691842900306,0.797583081570997,10.029411764705882,12.558823529411764,26.6,374,82,2.1470588235294117,0.6764705882352942,1.47,2.088235294117647,0.6588235294117647,1.43,0.0588235294117645,0.01764705882352946,1.3999999999999986,99,13.852941176470589,14.411764705882353,2.4705882352941178,0.23529411764705882,0.058823529411764705,53.529411764705884,0.529,21.676470588235293
160,Tondela,Primeira-Liga,34.0,1.2058823529411764,0.385,8.56,3.29,0.11,0.29,20.2,0.8323529411764706,0.1,0.10882352941176471,18.868987929433615,7.61949860724234,0.858,0.828,0.525,0.7352941176470589,21.9,0.5617647058823529,3.1,0.364656381486676,0.39474053295932676,0.18709677419354837,0.01977715877437326,0.06796657381615599,0.01030640668523677,0.004363974001857011,363.6470588235294,0.008697608157756618,0.034190597585663944,20.147058823529413,0.02144410287171028,15.35,10.235294117647058,1.088235294117647,0.9117647058823529,0.5882352941176471,0.45899999999999996,0.12099644128113878,0.2758563167259786,0.4262121886120996,0.15296930604982206,0.02396574733096085,14.0,0.569,19.418647166361975,9.147058823529411,2.2598380719261906,0.541,528.9411764705883,17.235294117647058,0.6399317406143344,0.5631399317406143,0.3532423208191126,0.08361774744027305,17.61764705882353,0.509,294,9.352941176470589,0.29874213836477986,0.7012578616352201,10.235294117647058,19.676470588235293,25.4,374,82,1.2058823529411764,1.9705882352941178,-0.76,1.0294117647058822,1.723529411764706,-0.69,0.17647058823529416,0.24705882352941178,-2.3999999999999986,101,14.705882352941176,16.11764705882353,1.7352941176470589,0.11764705882352941,0.23529411764705882,49.88235294117647,0.46,25.794117647058826
161,Vitória,Primeira-Liga,34.0,1.4705882352941178,0.31,13.47,4.18,0.09,0.28,18.6,1.2588235294117647,0.1,-0.08235294117647059,19.143575080149034,7.045923230222684,0.865,0.8440000000000001,0.561,0.7352941176470589,31.7,0.8117647058823529,-6.7,0.3656596711669563,0.3905894933832375,0.19074989974602324,0.02790052855038558,0.0845680616930942,0.014296854691967769,0.0070184559396932675,384.7647058823529,0.015445752418085027,0.049411411861738024,22.941176470588236,0.01694534003149134,23.74,15.941176470588236,1.911764705882353,1.5,0.6764705882352942,0.48700000000000004,0.09890881590319792,0.20402981849611063,0.4505185825410544,0.2108902333621435,0.03565254969749351,16.941176470588236,0.53,21.915384615384614,7.617647058823529,2.6642681642681643,0.5129999999999999,544.4705882352941,13.823529411764707,0.6148936170212765,0.45744680851063824,0.39999999999999997,0.1425531914893617,15.176470588235293,0.461,278,8.205882352941176,0.27598566308243727,0.7240143369175628,9.470588235294118,16.294117647058822,24.8,374,80,1.4705882352941178,1.2058823529411764,0.26,1.45,1.4029411764705884,0.05,0.020588235294117796,-0.19705882352941195,7.5,120,16.264705882352942,13.441176470588236,1.7352941176470589,0.20588235294117646,0.17647058823529413,47.911764705882355,0.493,29.205882352941178
162,Barnsley,Championship,46.0,0.717391304347826,0.33,10.13,3.35,0.07,0.2,19.1,0.9130434782608695,0.09,-0.2391304347826087,17.45494556404911,7.50436259748282,0.8220000000000001,0.75,0.37200000000000005,0.5434782608695652,32.8,0.6108695652173913,-7.8,0.3905676214458085,0.3441401741685028,0.1932640856153604,0.02640722724113968,0.0826963168867269,0.013666898309010887,0.0047100609991506445,361.7173913043478,0.009676062263357174,0.03864414928781778,23.91304347826087,0.022056613979205483,17.04,11.478260869565217,0.8913043478260869,1.0217391304347827,0.5652173913043478,0.449,0.11348545213087045,0.23437562879793958,0.43800555354340215,0.185118113404966,0.029015252122821848,15.956521739130435,0.511,14.11529933481153,10.195652173913043,3.6490732013823437,0.5509999999999999,540.195652173913,17.0,0.6086956521739131,0.4808184143222507,0.41304347826086957,0.10613810741687979,15.804347826086957,0.47700000000000004,380,12.08695652173913,0.24820143884892085,0.7517985611510791,11.804347826086957,22.02173913043478,23.1,506,84,0.717391304347826,1.5869565217391304,-0.87,0.9456521739130435,1.7565217391304346,-0.81,-0.2282608695652174,-0.16956521739130426,-2.700000000000003,82,11.565217391304348,9.23913043478261,1.9565217391304348,0.043478260869565216,0.13043478260869565,58.69565217391305,0.479,43.173913043478265
163,Birmingham City,Championship,46.0,1.065217391304348,0.292,11.48,3.35,0.09,0.3,16.9,1.258695652173913,0.11,-0.25869565217391305,20.374916291973598,9.205873911795656,0.7709999999999999,0.7340000000000001,0.42200000000000004,0.7391304347826086,42.1,0.7478260869565218,-8.1,0.33536140180092483,0.3384643465563398,0.2664881966415186,0.03740552951305846,0.11470391275231992,0.014636946331196787,0.010044963168468382,304.60869565217394,0.010096760622633571,0.05246709537832803,25.804347826086957,0.020193521245267142,19.04,12.652173913043478,1.1304347826086956,1.0869565217391304,0.5434782608695652,0.44299999999999995,0.10852570587694288,0.2045893497654741,0.436907937091879,0.21286673411202062,0.03711027315368344,14.695652173913043,0.521,12.700992555831267,8.08695652173913,4.30028328611898,0.557,472.7391304347826,16.543478260869566,0.5716162943495401,0.4862023653088041,0.41918528252299603,0.09461235216819973,13.91304347826087,0.534,298,10.23913043478261,0.27176220806794055,0.7282377919320594,11.26086956521739,19.347826086956523,27.3,506,85,1.0869565217391304,1.6304347826086956,-0.54,1.308695652173913,1.341304347826087,-0.03,-0.22173913043478266,0.28913043478260847,-23.5,83,12.173913043478262,8.891304347826088,1.7608695652173914,0.043478260869565216,0.1956521739130435,54.21739130434783,0.513,46.45652173913044
164,Blackburn,Championship,46.0,1.2608695652173914,0.361,10.91,3.93,0.11,0.3,17.4,1.2173913043478262,0.12,-0.043478260869565216,18.39415411868911,7.418552218375071,0.823,0.758,0.425,0.8695652173913043,40.4,0.6891304347826087,-0.4,0.3739202657807309,0.35559246954595786,0.207641196013289,0.030598276833883567,0.08648039294629199,0.01505757307351639,0.006039133585634914,338.9782608695652,0.009676062263357174,0.04339203077107999,25.41304347826087,0.021395516557485426,18.91,12.369565217391305,1.173913043478261,1.108695652173913,0.8913043478260869,0.452,0.10557184750733138,0.2311615453270432,0.42241489226061457,0.2045135789876323,0.03633813591737855,16.347826086956523,0.521,14.947432762836183,9.391304347826088,3.6079169052097817,0.548,511.5,15.565217391304348,0.5824022346368715,0.4692737430167598,0.4162011173184358,0.11452513966480446,14.23913043478261,0.47600000000000003,343,10.543478260869565,0.2804123711340206,0.7195876288659795,10.804347826086957,19.608695652173914,24.4,506,83,1.2826086956521738,1.0869565217391304,0.2,1.3195652173913044,1.2521739130434784,0.07,-0.036956521739130554,-0.16521739130434798,5.9,115,11.021739130434783,10.543478260869565,2.391304347826087,0.10869565217391304,0.021739130434782608,56.95652173913044,0.529,41.30434782608695
165,Blackpool,Championship,46.0,1.1521739130434783,0.304,10.78,3.28,0.09,0.31,16.5,1.1456521739130436,0.11,-0.12391304347826088,19.777200867947922,7.8863143211407305,0.8059999999999999,0.7809999999999999,0.45899999999999996,0.7391304347826086,38.5,0.7782608695652173,-4.5,0.33632191269078876,0.3875547016757392,0.22110150496317643,0.027588344699318038,0.07811531308121512,0.015034097954122751,0.005192188468691878,352.67391304347825,0.008534166716749805,0.043452130536690906,25.782608695652176,0.021696015385539995,18.8,12.043478260869565,1.1521739130434783,1.2826086956521738,0.782608695652174,0.461,0.11887208963305428,0.24386688325211384,0.4071389895455871,0.19151151651464035,0.038610521054604524,14.826086956521738,0.49,15.74438902743142,8.108695652173912,3.216757741347905,0.5389999999999999,521.9347826086956,15.347826086956522,0.613314447592068,0.4617563739376771,0.39801699716713884,0.1402266288951841,13.08695652173913,0.43700000000000006,339,10.565217391304348,0.3395061728395062,0.6604938271604939,9.673913043478262,19.152173913043477,26.0,506,85,1.173913043478261,1.2608695652173914,-0.09,1.25,1.4217391304347828,-0.17,-0.07608695652173902,-0.16086956521739149,4.0,71,9.934782608695652,11.304347826086957,1.9565217391304348,0.15217391304347827,0.021739130434782608,54.108695652173914,0.507,47.28260869565217
166,Bournemouth,Championship,46.0,1.5869565217391304,0.354,12.52,4.43,0.12,0.34,16.0,1.5456521739130433,0.13,-0.04565217391304348,17.669449953032043,5.94963991232648,0.868,0.853,0.517,1.1304347826086956,56.0,1.1043478260869564,-4.0,0.396693197669648,0.40374989743168954,0.14778042176089276,0.023379605469157707,0.07467905229099259,0.017325957624465083,0.00438367602546707,476.9130434782609,0.012500751247070136,0.04206983592763988,25.17391304347826,0.024160105775587477,21.24,15.76086956521739,1.1521739130434783,1.2608695652173914,0.5,0.564,0.09755110301558388,0.22846252445523846,0.4347972745058355,0.20056668690548468,0.03862241111785738,15.5,0.506,20.929125138427462,8.652173913043478,3.195830467220488,0.43600000000000005,644.4782608695652,14.23913043478261,0.5877862595419847,0.46259541984732827,0.3969465648854962,0.14045801526717558,13.478260869565217,0.485,319,9.217391304347826,0.2688679245283019,0.7311320754716981,9.673913043478262,19.543478260869566,24.8,506,85,1.608695652173913,0.8478260869565217,0.76,1.6304347826086956,1.008695652173913,0.62,-0.021739130434782483,-0.16086956521739126,6.399999999999999,99,11.543478260869565,9.891304347826088,1.0217391304347827,0.08695652173913043,0.06521739130434782,54.391304347826086,0.504,33.78260869565217
167,Bristol City,Championship,46.0,1.3043478260869565,0.336,10.35,3.48,0.12,0.37,15.8,1.2695652173913043,0.13,0.013043478260869565,18.679282398300415,8.12558029742702,0.818,0.743,0.439,1.0869565217391304,48.0,0.9239130434782609,2.0,0.3687291868084649,0.36056504458051347,0.20925985605328176,0.02856243606892753,0.08261861672830277,0.014241875836021715,0.007160280116452907,350.1304347826087,0.005769577498647756,0.045615722098683815,24.695652173913043,0.01851072780816155,18.02,12.41304347826087,0.7391304347826086,1.065217391304348,0.6521739130434783,0.451,0.11752837326607818,0.21946195880622113,0.44258091635140817,0.18650693568726356,0.033921815889029004,12.41304347826087,0.489,16.42951251646904,6.195652173913044,3.755252606255012,0.5489999999999999,517.1739130434783,15.282608695652174,0.5519203413940256,0.4665718349928876,0.40540540540540543,0.12802275960170698,14.043478260869565,0.455,352,10.695652173913043,0.36788617886178865,0.6321138211382115,11.891304347826088,21.717391304347824,26.2,506,83,1.3478260869565217,1.673913043478261,-0.33,1.2869565217391306,1.682608695652174,-0.4,0.060869565217391175,-0.008695652173912993,3.1999999999999993,87,10.130434782608695,10.152173913043478,2.260869565217391,0.021739130434782608,0.1956521739130435,52.45652173913044,0.489,48.869565217391305
168,Cardiff City,Championship,46.0,1.065217391304348,0.332,11.07,3.67,0.09,0.28,16.2,1.2478260869565216,0.11,-0.20434782608695654,19.328922495274103,8.219911783238816,0.8079999999999999,0.75,0.455,0.9565217391304348,46.8,0.9108695652173913,-2.8,0.3657063445400609,0.3532524453471591,0.2255598909615693,0.029615626969124138,0.08845305608065533,0.010239445494643984,0.008821676118462508,355.95652173913044,0.008353867419917062,0.054510487409099105,24.608695652173914,0.021095017729430857,18.7,12.58695652173913,0.9130434782608695,1.2173913043478262,0.7391304347826086,0.452,0.10942145951915724,0.22572423753291987,0.4338204060827457,0.19446096338458924,0.036572933480587884,10.76086956521739,0.47700000000000004,17.46638655462185,8.130434782608695,3.2680619036163896,0.548,511.7826086956522,14.782608695652174,0.5911764705882353,0.5205882352941177,0.3764705882352941,0.10294117647058824,12.847826086956522,0.489,302,8.869565217391305,0.34558823529411764,0.6544117647058822,9.717391304347826,19.608695652173914,25.7,506,84,1.0869565217391304,1.4782608695652173,-0.39,1.2652173913043478,1.3021739130434782,-0.04,-0.17826086956521747,0.1760869565217391,-16.3,104,11.826086956521738,8.130434782608695,1.9565217391304348,0.021739130434782608,0.043478260869565216,52.82608695652174,0.52,47.565217391304344
169,Coventry City,Championship,46.0,1.2173913043478262,0.33299999999999996,14.24,4.74,0.08,0.24,17.6,1.5456521739130433,0.11,-0.3934782608695652,17.983470620538167,7.0893465129049975,0.858,0.823,0.52,0.9347826086956522,54.4,0.9956521739130434,-11.4,0.3924663826943957,0.3826526350956318,0.16687546980706588,0.026523887973640855,0.07946183415705656,0.015540911587040088,0.005271828665568369,466.32608695652175,0.012019953122182823,0.0570346775647575,25.41304347826087,0.026383797103191296,23.91,17.47826086956522,1.2391304347826086,1.6304347826086956,0.5217391304347826,0.5329999999999999,0.09928884026258206,0.23492204595185998,0.43832056892779,0.19153446389496714,0.035934080962800874,14.608695652173912,0.47,20.521689497716892,8.130434782608695,3.922678978694999,0.4670000000000001,635.8260869565217,16.17391304347826,0.6021505376344086,0.5268817204301075,0.38306451612903225,0.09005376344086022,16.695652173913043,0.462,413,10.41304347826087,0.31524008350730687,0.6847599164926931,9.891304347826088,17.956521739130434,26.1,506,85,1.3043478260869565,1.2826086956521738,0.02,1.6130434782608696,1.202173913043478,0.41,-0.30869565217391304,0.08043478260869574,-18.0,76,11.043478260869565,9.652173913043478,1.8478260869565217,0.08695652173913043,0.15217391304347827,62.23913043478261,0.473,36.108695652173914
170,Derby County,Championship,46.0,0.9347826086956522,0.31,10.11,3.13,0.08,0.27,19.2,0.9434782608695652,0.1,-0.09565217391304348,17.105931948208372,6.198133092442036,0.879,0.8320000000000001,0.408,0.6304347826086957,30.6,0.6478260869565218,-1.6,0.414711910726486,0.3632429970393988,0.16451833295376905,0.019271303824149353,0.06504065040650407,0.010538994278831678,0.0030713640469738034,422.60869565217394,0.006190275857924155,0.04122843920908709,25.73913043478261,0.02073441913576537,17.39,11.782608695652174,1.108695652173913,1.2173913043478262,0.6304347826086957,0.512,0.1190857313032796,0.24859472136395783,0.4214346871161076,0.18367270967501767,0.027212150541637198,16.02173913043478,0.521,20.24752475247525,8.630434782608695,2.569926650366748,0.488,583.9782608695652,13.369565217391305,0.6146341463414634,0.4943089430894309,0.4016260162601626,0.1040650406504065,13.347826086956522,0.503,305,9.326086956521738,0.3473193473193474,0.6526806526806528,8.565217391304348,20.652173913043477,26.6,506,84,0.9782608695652174,1.1521739130434783,-0.17,1.0130434782608695,1.4000000000000001,-0.39,-0.034782608695652084,-0.24782608695652186,9.8,92,9.695652173913043,11.08695652173913,1.891304347826087,0.08695652173913043,0.06521739130434782,47.78260869565217,0.466,41.26086956521739
171,Fulham,Championship,46.0,2.217391304347826,0.36200000000000004,15.91,5.76,0.13,0.36,17.0,1.9478260869565216,0.13,0.1391304347826087,17.762202195056663,5.942669759971446,0.895,0.877,0.589,1.6956521739130435,70.4,1.3891304347826086,7.6,0.39683704546288484,0.42153157450555906,0.1347741533042234,0.0255197644329437,0.0742839296868029,0.017756759168376907,0.005978406353172125,541.3478260869565,0.010757858044353627,0.05733517639281207,22.02173913043478,0.023559108119478336,28.54,21.565217391304348,1.3695652173913044,1.8478260869565217,0.41304347826086957,0.603,0.0830257730360078,0.2041373321341066,0.4666749371956703,0.20683559222156744,0.0393263654126477,15.869565217391305,0.5579999999999999,26.47846889952153,8.58695652173913,3.239700036140224,0.397,700.9347826086957,13.565217391304348,0.6169871794871795,0.4326923076923077,0.453525641025641,0.11378205128205128,13.673913043478262,0.47200000000000003,332,9.195652173913043,0.26241134751773054,0.7375886524822696,9.76086956521739,15.043478260869565,26.7,506,85,2.3043478260869565,0.9347826086956522,1.37,2.067391304347826,0.9434782608695652,1.12,0.23695652173913073,-0.008695652173912993,11.299999999999997,70,10.304347826086957,10.391304347826088,1.565217391304348,0.13043478260869565,0.10869565217391304,52.95652173913044,0.48700000000000004,31.804347826086953
172,Huddersfield,Championship,46.0,1.326086956521739,0.365,10.96,4.0,0.12,0.32,17.7,1.2130434782608694,0.11,0.06956521739130435,17.76079570025329,6.396491011305369,0.8640000000000001,0.8290000000000001,0.484,0.8478260869565217,41.6,0.6739130434782609,-2.6,0.399634609078559,0.37789853375181526,0.16957886354054433,0.023599184530796322,0.0721566689318589,0.009637363316241428,0.004324457898313462,412.80434782608694,0.006610974217200553,0.045195023739407425,21.97826086956522,0.022777811166536453,18.89,13.543478260869565,0.6521739130434783,1.3043478260869565,0.43478260869565216,0.478,0.12270572040379318,0.23665494034873047,0.4482257571122667,0.16641174671153258,0.026001835423676962,12.608695652173912,0.562,22.363253856942496,8.065217391304348,2.933960489181562,0.522,568.5217391304349,12.695652173913043,0.6078767123287672,0.4691780821917808,0.4383561643835617,0.09246575342465754,11.608695652173912,0.479,278,9.021739130434783,0.3710843373493976,0.6289156626506024,8.369565217391305,22.82608695652174,26.1,506,84,1.391304347826087,1.0217391304347827,0.37,1.2630434782608695,1.2217391304347827,0.04,0.12826086956521743,-0.19999999999999996,15.1,73,9.021739130434783,9.891304347826088,1.7826086956521738,0.06521739130434782,0.08695652173913043,49.28260869565217,0.48200000000000004,35.28260869565217
173,Hull City,Championship,46.0,0.8478260869565217,0.294,10.13,2.98,0.08,0.28,17.4,1.0608695652173912,0.11,-0.21304347826086958,18.369431117203565,7.001850582590816,0.845,0.809,0.43700000000000006,0.6304347826086957,36.7,0.7760869565217392,-7.7,0.3759368640492381,0.37052662927483004,0.19918598302476798,0.02371487320082248,0.07546264564770391,0.01199451679232351,0.007196710075394105,386.5869565217391,0.009916461325800829,0.05330849209688083,22.282608695652176,0.02055411983893263,18.09,12.869565217391305,1.0217391304347827,1.0217391304347827,0.7391304347826086,0.466,0.11995564532097738,0.24315868678468186,0.41950813829155287,0.18585402558314523,0.03152350401964279,13.021739130434783,0.544,18.830930537352558,7.043478260869565,2.9134187082405347,0.534,548.9347826086956,15.630434782608695,0.6300417246175244,0.5118219749652295,0.36995827538247567,0.11821974965229486,15.326086956521738,0.501,352,10.043478260869565,0.3506493506493507,0.6493506493506493,10.58695652173913,20.41304347826087,24.5,506,84,0.8913043478260869,1.173913043478261,-0.28,1.076086956521739,1.452173913043478,-0.38,-0.1847826086956521,-0.2782608695652171,4.300000000000001,76,10.23913043478261,10.152173913043478,2.5652173913043477,0.021739130434782608,0.10869565217391304,55.56521739130435,0.48,36.673913043478265
174,Luton Town,Championship,46.0,1.2608695652173914,0.321,10.28,3.3,0.11,0.36,16.3,1.2717391304347827,0.13,-0.09782608695652174,19.887715144340227,8.825425735361078,0.782,0.7240000000000001,0.41100000000000003,0.9782608695652174,44.5,0.908695652173913,0.5,0.33147632311977715,0.36258124419684307,0.2443129062209842,0.031053638102176487,0.09516437482925053,0.01702941444312904,0.008378107640469904,317.7173913043478,0.008233667888695234,0.04693791694212393,27.065217391304348,0.021515716088707254,16.57,10.956521739130435,0.7608695652173914,1.1521739130434783,0.43478260869565216,0.445,0.1208296557811121,0.23667255075022067,0.3910856134157105,0.21059135039717564,0.04082082965578112,13.434782608695652,0.42700000000000005,12.51335656213705,7.456521739130435,3.92370521626137,0.5549999999999999,492.6086956521739,14.956521739130435,0.5813953488372092,0.4941860465116279,0.37790697674418605,0.12790697674418605,12.91304347826087,0.49200000000000005,302,10.717391304347826,0.2941176470588235,0.7058823529411764,10.673913043478262,22.282608695652176,26.9,506,84,1.3695652173913044,1.1956521739130435,0.17,1.3521739130434782,1.191304347826087,0.16,0.01739130434782621,0.004347826086956497,0.5999999999999996,90,12.152173913043478,10.326086956521738,2.652173913043478,0.10869565217391304,0.10869565217391304,55.15217391304348,0.508,46.934782608695656
175,Middlesbrough,Championship,46.0,1.173913043478261,0.349,11.65,4.07,0.09,0.26,16.7,1.3978260869565218,0.12,-0.35434782608695653,18.061912502650365,6.9503145098593535,0.841,0.8029999999999999,0.436,0.8695652173913043,51.2,1.0,-11.2,0.38129459734964316,0.3682976554536187,0.19087665647298674,0.028129196409640258,0.09053643367022406,0.01766909322213584,0.004381935119089689,370.45652173913044,0.006370575154756896,0.045375323036240166,25.76086956521739,0.02145561632309634,20.35,14.41304347826087,1.1521739130434783,1.1521739130434783,0.5652173913043478,0.495,0.09274866658523674,0.1943731932738895,0.42388339237001743,0.24966410162452668,0.03933064614632954,15.08695652173913,0.507,17.46608040201005,8.41304347826087,3.675897288355031,0.505,533.9347826086957,15.608695652173912,0.6016713091922007,0.47075208913649025,0.41086350974930363,0.11838440111420613,13.91304347826087,0.516,310,10.08695652173913,0.29094827586206895,0.709051724137931,8.608695652173912,14.891304347826088,26.7,506,85,1.2826086956521738,1.0869565217391304,0.2,1.5065217391304346,1.067391304347826,0.44,-0.2239130434782608,0.019565217391304346,-11.2,100,10.217391304347826,12.456521739130435,1.608695652173913,0.13043478260869565,0.021739130434782608,51.41304347826087,0.503,38.47826086956522
176,Millwall,Championship,46.0,1.108695652173913,0.337,11.35,3.83,0.09,0.27,16.5,1.182608695652174,0.11,-0.1391304347826087,18.983478659935752,7.8092397124063035,0.8059999999999999,0.76,0.45,0.7608695652173914,40.3,0.9021739130434783,-5.3,0.3696994861680594,0.35080707946229306,0.21928686354907354,0.02883585742695426,0.08421294171638366,0.013920758757839987,0.008566620774055378,364.7608695652174,0.009916461325800829,0.05799627381453213,26.41304347826087,0.023198509525812854,19.48,12.543478260869565,1.0,1.2608695652173914,0.7391304347826086,0.46799999999999997,0.10696039563493687,0.22516042015776352,0.42436751542894513,0.2078718273593003,0.03563984141905424,12.065217391304348,0.49700000000000005,17.72176308539945,6.739130434782608,3.6182185605471786,0.532,531.891304347826,15.695652173913043,0.5706371191135735,0.5,0.3975069252077562,0.10249307479224377,15.934782608695652,0.49200000000000005,372,11.434782608695652,0.3764258555133079,0.623574144486692,10.934782608695652,19.5,27.5,506,85,1.1521739130434783,0.9782608695652174,0.17,1.2695652173913043,1.3956521739130436,-0.13,-0.11739130434782608,-0.41739130434782623,13.8,83,10.782608695652174,9.869565217391305,1.891304347826087,0.08695652173913043,0.08695652173913043,55.15217391304348,0.534,52.826086956521735
177,Nott'ham Forest,Championship,46.0,1.5434782608695652,0.33399999999999996,12.3,4.11,0.11,0.34,18.1,1.3847826086956523,0.12,0.02826086956521739,18.832731260482518,6.925299961295316,0.857,0.8290000000000001,0.499,1.108695652173913,48.9,0.8282608695652174,2.1,0.3472754621767189,0.4153525158911155,0.1855014799359503,0.02799638756289511,0.07289382015223841,0.013546639143336344,0.003999483937556445,393.39130434782606,0.009555862732135344,0.041649137568363484,24.47826086956522,0.02073441913576537,21.57,14.956521739130435,1.8695652173913044,1.2173913043478262,0.6521739130434783,0.504,0.1166724731932025,0.25928076491309565,0.40343746370920913,0.18526690666976348,0.035342391514729225,17.456521739130434,0.529,19.270886075949367,9.847826086956522,3.0426957435627955,0.496,561.5869565217391,15.217391304347826,0.59,0.5371428571428571,0.35714285714285715,0.10571428571428572,13.543478260869565,0.461,336,10.391304347826088,0.2928870292887029,0.707112970711297,10.565217391304348,18.304347826086957,25.2,506,85,1.5869565217391304,0.8695652173913043,0.72,1.4934782608695654,1.184782608695652,0.31,0.09347826086956501,-0.3152173913043478,18.8,88,10.847826086956522,12.0,1.9782608695652173,0.13043478260869565,0.13043478260869565,51.91304347826087,0.522,30.93478260869565
